Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
7.219868167,1,1,1,0,1,1
7.219888583,1,1,1,1,1,1
7.219892750,1,1,1,1,0,1
7.219931458,1,1,1,1,1,1
7.219935583,1,1,1,1,1,0
7.220009292,1,1,1,1,1,1
7.220014167,0,1,1,1,1,1
7.220019375,1,1,1,1,1,1
7.220023500,1,0,1,1,1,1
7.220031000,1,1,1,1,1,1
7.220035083,1,1,0,1,1,1
7.220047167,1,1,1,1,1,1
7.220051333,1,1,1,0,1,1
7.220071792,1,1,1,1,1,1
7.220075917,1,1,1,1,0,1
7.220114625,1,1,1,1,1,1
7.220118750,1,1,1,1,1,0
7.220192500,1,1,1,1,1,1
7.220197333,0,1,1,1,1,1
7.220202583,1,1,1,1,1,1
7.220206708,1,0,1,1,1,1
7.220214208,1,1,1,1,1,1
7.220218292,1,1,0,1,1,1
7.220230375,1,1,1,1,1,1
7.220234500,1,1,1,0,1,1
7.220254958,1,1,1,1,1,1
7.220259125,1,1,1,1,0,1
7.220297833,1,1,1,1,1,1
7.220301958,1,1,1,1,1,0
7.220375667,1,1,1,1,1,1
7.220380542,0,1,1,1,1,1
7.220385750,1,1,1,1,1,1
7.220389875,1,0,1,1,1,1
7.220397375,1,1,1,1,1,1
7.220401500,1,1,0,1,1,1
7.220413583,1,1,1,1,1,1
7.220417708,1,1,1,0,1,1
7.220438375,1,1,1,1,1,1
7.220442792,1,1,1,1,0,1
7.220481458,1,1,1,1,1,1
7.220485583,1,1,1,1,1,0
7.220559333,1,1,1,1,1,1
7.220564208,0,1,1,1,1,1
7.220569458,1,1,1,1,1,1
7.220573542,1,0,1,1,1,1
7.220581083,1,1,1,1,1,1
7.220585167,1,1,0,1,1,1
7.220597250,1,1,1,1,1,1
7.220601375,1,1,1,0,1,1
7.220621833,1,1,1,1,1,1
7.220626000,1,1,1,1,0,1
7.220664708,1,1,1,1,1,1
7.220668833,1,1,1,1,1,0
7.220742542,1,1,1,1,1,1
7.220747417,0,1,1,1,1,1
7.220752625,1,1,1,1,1,1
7.220756750,1,0,1,1,1,1
7.220764250,1,1,1,1,1,1
7.220768375,1,1,0,1,1,1
7.220780458,1,1,1,1,1,1
7.220784583,1,1,1,0,1,1
7.220805042,1,1,1,1,1,1
7.220809208,1,1,1,1,0,1
7.220847917,1,1,1,1,1,1
7.220852042,1,1,1,1,1,0
7.220925750,1,1,1,1,1,1
7.220930625,0,1,1,1,1,1
7.220935833,1,1,1,1,1,1
7.220939958,1,0,1,1,1,1
7.220947500,1,1,1,1,1,1
7.220951583,1,1,0,1,1,1
7.220963667,1,1,1,1,1,1
7.220967833,1,1,1,0,1,1
7.220988250,1,1,1,1,1,1
7.220992417,1,1,1,1,0,1
7.221031125,1,1,1,1,1,1
7.221035250,1,1,1,1,1,0
7.221109000,1,1,1,1,1,1
7.221113833,0,1,1,1,1,1
7.221119083,1,1,1,1,1,1
7.221123208,1,0,1,1,1,1
7.221130708,1,1,1,1,1,1
7.221134792,1,1,0,1,1,1
7.221146875,1,1,1,1,1,1
7.221151042,1,1,1,0,1,1
7.221171500,1,1,1,1,1,1
7.221175625,1,1,1,1,0,1
7.221214333,1,1,1,1,1,1
7.221218458,1,1,1,1,1,0
7.221292208,1,1,1,1,1,1
7.221297042,0,1,1,1,1,1
7.221302292,1,1,1,1,1,1
7.221306417,1,0,1,1,1,1
7.221313917,1,1,1,1,1,1
7.221318000,1,1,0,1,1,1
7.221330083,1,1,1,1,1,1
7.221334250,1,1,1,0,1,1
7.221354708,1,1,1,1,1,1
