Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
2.140905708,1,1,1,1,1,0
2.141002208,1,1,1,1,1,1
2.141006833,0,1,1,1,1,1
2.141010292,1,1,1,1,1,1
2.141014500,1,0,1,1,1,1
2.141021125,1,1,1,1,1,1
2.141025333,1,1,0,1,1,1
2.141038000,1,1,1,1,1,1
2.141042250,1,1,1,0,1,1
2.141066875,1,1,1,1,1,1
2.141071333,1,1,1,1,0,1
2.141120625,1,1,1,1,1,1
2.141125083,1,1,1,1,1,0
2.141221542,1,1,1,1,1,1
2.141226167,0,1,1,1,1,1
2.141229625,1,1,1,1,1,1
2.141233833,1,0,1,1,1,1
2.141240500,1,1,1,1,1,1
2.141244667,1,1,0,1,1,1
2.141257333,1,1,1,1,1,1
2.141261583,1,1,1,0,1,1
2.141286208,1,1,1,1,1,1
2.141290667,1,1,1,1,0,1
2.141339250,1,1,1,1,1,1
2.141343708,1,1,1,1,1,0
2.141440208,1,1,1,1,1,1
2.141444833,0,1,1,1,1,1
2.141448292,1,1,1,1,1,1
2.141452458,1,0,1,1,1,1
2.141459125,1,1,1,1,1,1
2.141463333,1,1,0,1,1,1
2.141475958,1,1,1,1,1,1
2.141480208,1,1,1,0,1,1
2.141504833,1,1,1,1,1,1
2.141509333,1,1,1,1,0,1
2.141557875,1,1,1,1,1,1
2.141562333,1,1,1,1,1,0
2.141658833,1,1,1,1,1,1
2.141663458,0,1,1,1,1,1
2.141666875,1,1,1,1,1,1
2.141671083,1,0,1,1,1,1
2.141677750,1,1,1,1,1,1
2.141681917,1,1,0,1,1,1
2.141694583,1,1,1,1,1,1
2.141698833,1,1,1,0,1,1
2.141723458,1,1,1,1,1,1
2.141727917,1,1,1,1,0,1
2.141776500,1,1,1,1,1,1
2.141780958,1,1,1,1,1,0
2.141877458,1,1,1,1,1,1
2.141882083,0,1,1,1,1,1
2.141885542,1,1,1,1,1,1
2.141889708,1,0,1,1,1,1
2.141896375,1,1,1,1,1,1
2.141900583,1,1,0,1,1,1
2.141913208,1,1,1,1,1,1
2.141917458,1,1,1,0,1,1
2.141942083,1,1,1,1,1,1
2.141946583,1,1,1,1,0,1
2.141995167,1,1,1,1,1,1
2.141999625,1,1,1,1,1,0
2.142096792,1,1,1,1,1,1
2.142101417,0,1,1,1,1,1
2.142104875,1,1,1,1,1,1
2.142109083,1,0,1,1,1,1
2.142115708,1,1,1,1,1,1
2.142119917,1,1,0,1,1,1
2.142132542,1,1,1,1,1,1
2.142136833,1,1,1,0,1,1
2.142161417,1,1,1,1,1,1
2.142165917,1,1,1,1,0,1
2.142214500,1,1,1,1,1,1
2.142218958,1,1,1,1,1,0
2.142315417,1,1,1,1,1,1
2.142320042,0,1,1,1,1,1
2.142323500,1,1,1,1,1,1
2.142327708,1,0,1,1,1,1
2.142334375,1,1,1,1,1,1
2.142338542,1,1,0,1,1,1
2.142351208,1,1,1,1,1,1
2.142355458,1,1,1,0,1,1
2.142380083,1,1,1,1,1,1
2.142384542,1,1,1,1,0,1
2.142433125,1,1,1,1,1,1
2.142437583,1,1,1,1,1,0
2.142534083,1,1,1,1,1,1
2.142538708,0,1,1,1,1,1
2.142542167,1,1,1,1,1,1
2.142546333,1,0,1,1,1,1
2.142553000,1,1,1,1,1,1
2.142557208,1,1,0,1,1,1
2.142569833,1,1,1,1,1,1
2.142574083,1,1,1,0,1,1
2.142598708,1,1,1,1,1,1
