Time (s),Channel 1 (V)
1.58691,-0.001143456530597758
1.58739828,-0.001143456530597758
1.58788656,-0.001143456530597758
1.58837484,-0.001143456530597758
1.58886312,-0.001143456530597758
1.5893514,-0.001143456530597758
1.58983968,-0.001143456530597758
1.59032796,-0.0008095127087391468
1.59081624,-0.001143456530597758
1.59130452,-0.0008095127087391468
1.5917928,-0.001143456530597758
1.59228108,-0.001143456530597758
1.59276936,-0.001143456530597758
1.59325764,-0.001143456530597758
1.59374592,-0.001143456530597758
1.5942342,-0.0008095127087391468
1.59472248,-0.001143456530597758
1.59521076,-0.0008095127087391468
1.59569904,-0.0008095127087391468
1.59618732,-0.0008095127087391468
1.5966756,-0.0008095127087391468
1.59716388,-0.001143456530597758
1.59765216,-0.001143456530597758
1.59814044,-0.001143456530597758
1.59862872,-0.0008095127087391468
1.599117,-0.001143456530597758
1.59960528,-0.001143456530597758
1.60009356,-0.001143456530597758
1.60058184,-0.001143456530597758
1.60107012,-0.001143456530597758
1.6015584,-0.001143456530597758
1.60204668,-0.001143456530597758
1.60253496,-0.0008095127087391468
1.60302324,-0.0008095127087391468
1.60351152,-0.0008095127087391468
1.6039998,-0.001143456530597758
1.60448808,-0.001143456530597758
1.60497636,-0.001143456530597758
1.60546464,-0.001143456530597758
1.60595292,-0.001143456530597758
1.6064412,-0.001143456530597758
1.60692948,-0.001143456530597758
1.60741776,-0.001143456530597758
1.60790604,-0.001143456530597758
1.60839432,-0.0008095127087391468
1.6088826,-0.0008095127087391468
1.60937088,-0.0008095127087391468
1.60985916,-0.0008095127087391468
1.61034744,-0.0008095127087391468
1.61083572,-0.001143456530597758
1.611324,-0.0008095127087391468
1.61181228,-0.001143456530597758
1.61230056,-0.0008095127087391468
1.61278884,-0.0008095127087391468
1.61327712,-0.001143456530597758
1.6137654,-0.0008095127087391468
1.61425368,-0.001143456530597758
1.61474196,-0.0008095127087391468
1.61523024,-0.001143456530597758
1.61571852,-0.001143456530597758
1.6162068,-0.0008095127087391468
1.61669508,-0.001143456530597758
1.61718336,-0.0008095127087391468
1.61767164,-0.001143456530597758
1.61815992,-0.001143456530597758
1.6186482,-0.001143456530597758
1.61913648,-0.0008095127087391468
1.61962476,-0.001143456530597758
1.62011304,-0.0008095127087391468
1.62060132,-0.001143456530597758
1.6210896,-0.001143456530597758
1.62157788,-0.001143456530597758
1.62206616,-0.001143456530597758
1.62255444,-0.0008095127087391468
1.62304272,-0.001143456530597758
1.623531,-0.001143456530597758
1.62401928,-0.0008095127087391468
1.62450756,-0.001143456530597758
1.62499584,-0.001143456530597758
1.62548412,-0.001143456530597758
1.6259724,-0.0008095127087391468
1.62646068,-0.0008095127087391468
1.62694896,-0.0008095127087391468
1.62743724,-0.001143456530597758
1.62792552,-0.0008095127087391468
1.6284138,-0.0008095127087391468
1.62890208,-0.0008095127087391468
1.62939036,-0.0008095127087391468
1.62987864,-0.001143456530597758
1.63036692,-0.0008095127087391468
1.6308552,-0.0008095127087391468
1.63134348,-0.0008095127087391468
1.63183176,-0.001143456530597758
1.63232004,-0.0008095127087391468
1.63280832,-0.0008095127087391468
1.6332966,-0.0008095127087391468
